filename,image_id,course,unit,lesson,image_type,characters,style,generation_size,aspect_ratio,display_width,kp_link,lexical_link,quiz_link,text_in_image,alt_text,expandable,safety_check,clothing_check,political_check,notes
AEW2_U007_IMG11_lesson5_where_is_the_toy_scene.png,IMG11,Adventure English World V2,7,Lesson 5 anchor,Lesson 5 anchor,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1672x941,1672:941,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",Where is...?,none/minimal/verified,Unit 7 Lesson 5 anchor.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG12_lesson5_mixed_location_room_scene.png,IMG12,Adventure English World V2,7,Lesson 5 mixed scene,Lesson 5 mixed scene,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1448x1086,1448:1086,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",in/on/under mixed,none/minimal/verified,Unit 7 Lesson 5 mixed scene.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG13_lesson6_toy_hunt_clue_trail.png,IMG13,Adventure English World V2,7,Lesson 6 anchor,Lesson 6 anchor,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1672x941,1672:941,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",toy hunt clues,none/minimal/verified,Unit 7 Lesson 6 anchor.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG14_lesson6_clue_table_visual.png,IMG14,Adventure English World V2,7,Lesson 6 clue table,Lesson 6 clue table,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1402x1122,1402:1122,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",clue Practice,none/minimal/verified,Unit 7 Lesson 6 clue table.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG15_lesson6_search_and_find_scene.png,IMG15,Adventure English World V2,7,Lesson 6 search scene,Lesson 6 search scene,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1672x941,1672:941,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",find toy in/on/under,none/minimal/verified,Unit 7 Lesson 6 search scene.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG16_lesson7_project_rehearsal_scene.png,IMG16,Adventure English World V2,7,Lesson 7 rehearsal,Lesson 7 rehearsal,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1672x941,1672:941,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",project rehearsal,none/minimal/verified,Unit 7 Lesson 7 rehearsal.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG17_lesson7_project_model_toy_location_page.png,IMG17,Adventure English World V2,7,Lesson 7 project model,Lesson 7 project model,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1448x1086,1448:1086,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",Toy Location Page,none/minimal/verified,Unit 7 Lesson 7 project model.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG18_repair_in_on_visual.png,IMG18,Adventure English World V2,7,Repair visual,Repair visual,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1402x1122,1402:1122,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",in/on repair,none/minimal/verified,Unit 7 Repair visual.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG19_repair_under_where_is_visual.png,IMG19,Adventure English World V2,7,Repair visual,Repair visual,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1448x1086,1448:1086,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",under/Where is repair,none/minimal/verified,Unit 7 Repair visual.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
AEW2_U007_IMG20_project_sharing_scene.png,IMG20,Adventure English World V2,7,Project sharing,Project sharing,"Leo, Mia, Emma, Toto where shown",semi-realistic modern children educational coursebook,1672x941,1672:941,large responsive; expandable,toy words; in/on/under; Where is...?; It's...,"ball, car, doll, robot, kite, teddy bear, blocks, train, toy, box, shelf, table",portfolio celebration,none/minimal/verified,Unit 7 Project sharing.,yes,passed,passed,passed,Final Content + Image Alignment Gate v1 passed.
