audio_id,section,character,voice,text,audio_file,sha256
adventure-u10-5-3,model,Model,en-US-AnaNeural,This is my friend.,assets/audio/generated/05_model_03.mp3,0f5f5aa31ba8ab9ab64d5095fc00eab062d199921a0d671e15cd4fdbbf37788e
adventure-u10-5-4,model,Toto,en-GB-MaisieNeural,This is Toto.,assets/audio/generated/05_model_04.mp3,030b1c71375de3a41106e186ac47a081b5e51ba29d1e570afd70c768189d448b
adventure-u10-5-model,model,combined,mixed,This is my mom. / This is my dad. / This is my friend. / This is Toto.,assets/audio/generated/05_model_model.mp3,b9f8521b1d63fa9668d51c0413bbcbb98415aa5e602d5f015a79c2e375814a81
adventure-u10-6-1,model,Model,en-US-AnaNeural,This is my .,assets/audio/generated/06_model_01.mp3,6f173a63fc83474c59b1fe0ad6b2f97f1b82ba98d09a09a53d4c2d452cb1e032
adventure-u10-6-2,model,Model,en-US-AnaNeural,Who's this?,assets/audio/generated/06_model_02.mp3,fdb515bf7f7c67c2b929d4ed3f7fa91aa691e166275677b23f08e87f4b2fba0b
adventure-u10-6-3,model,Model,en-US-AnaNeural,It's my .,assets/audio/generated/06_model_03.mp3,9c1db38b4b25df6040c14a9655402524f866e4e243ac2a77f912dabbe6da1d28
adventure-u10-6-model,model,combined,mixed,This is my . / Who's this? / It's my .,assets/audio/generated/06_model_model.mp3,744f6776f1e239899090853244785e072f8e818d3f67f2ffefebfba30718c29e
adventure-u10-7-1,model,Toto,en-GB-MaisieNeural,Hello. This is my mom. This is my friend. This is Toto.,assets/audio/generated/07_model_01.mp3,c4fb5d2a756c0449f2bc7f59f0feba78dbbe160478774dc30b1ec6f82f932f95
adventure-u10-7-model,model,combined,mixed,Hello. This is my mom. This is my friend. This is Toto.,assets/audio/generated/07_model_model.mp3,c4fb5d2a756c0449f2bc7f59f0feba78dbbe160478774dc30b1ec6f82f932f95
adventure-u10-8-1,model,Model,en-US-AnaNeural,This is my mom.,assets/audio/generated/08_model_01.mp3,829b0db0ff630012684427e439b7c4f181ceefbcbfb8c76a6458197315044d16
adventure-u10-8-2,model,Model,en-US-AnaNeural,Who's this?,assets/audio/generated/08_model_02.mp3,fdb515bf7f7c67c2b929d4ed3f7fa91aa691e166275677b23f08e87f4b2fba0b
adventure-u10-8-3,model,Model,en-US-AnaNeural,It's my friend.,assets/audio/generated/08_model_03.mp3,82892b8a046eb0880bcc7037f6af55ef0cdabcbada0a2cdcf9c5954ebf5ea88c
adventure-u10-8-4,model,Toto,en-GB-MaisieNeural,This is Toto.,assets/audio/generated/08_model_04.mp3,030b1c71375de3a41106e186ac47a081b5e51ba29d1e570afd70c768189d448b
adventure-u10-8-5,model,Model,en-US-AnaNeural,This is my tree.,assets/audio/generated/08_model_05.mp3,047971b1467b8695540cca02856fd1c649281bb129214c82e1eb90be87a086fc
adventure-u10-8-model,model,combined,mixed,This is my mom. / Who's this? / It's my friend. / This is Toto. / This is my tree.,assets/audio/generated/08_model_model.mp3,e8c351ffe111553f3b56e5be4e749050f9f52231e2d3b06471f132b5175510e7
adventure-u10-9-1,model,Model,en-US-AnaNeural,This is my mom.,assets/audio/generated/09_model_01.mp3,829b0db0ff630012684427e439b7c4f181ceefbcbfb8c76a6458197315044d16
adventure-u10-9-2,model,Model,en-US-AnaNeural,This is my friend.,assets/audio/generated/09_model_02.mp3,0f5f5aa31ba8ab9ab64d5095fc00eab062d199921a0d671e15cd4fdbbf37788e
adventure-u10-9-3,model,Toto,en-GB-MaisieNeural,This is Toto. 1. Choose 3 or 4 cards. 2. Use a short line. 3. Show your poster. 4. Use a clear voice and smile.,assets/audio/generated/09_model_03.mp3,b75f56d238b1150c785a0d8c7d1b7adaa687cc631affae2d5124514e39afe83d
adventure-u10-9-model,model,combined,mixed,This is my mom. / This is my friend. / This is Toto. 1. Choose 3 or 4 cards. 2. Use a short line. 3. Show your poster. 4. Use a clear voice and smile.,assets/audio/generated/09_model_model.mp3,1ea07bc2362961e851ca04af739160cb8d06544bdde8f9e2bee0e98cdacee088
